;02_FL100_2_1_1_1;02_FL100_2_2_1_1;02_FL100_2_3_1_1;02_FL100_2_4_1_1;02_FL100_2_5_1_1;02_FL100_2_6_1_1;02_FL100_2_7_1_1;02_FL100_2_8_1_1;02_FL100_2_9_1_1;02_FL100_2_10_1_1;02_FL100_2_11_1_1;02_FL100_2_12_1_1;02_FL100_2_13_1_1;02_FL100_2_14_1_1;02_FL100_2_15_1_1;02_FL100_2_16_1_1;02_FL100_2_17_1_1;02_FL100_2_18_1_1
2.8160000000e-04;1.0139718868e+00;1.0154340329e+00;1.0112788038e+00;1.0130744307e+00;1.0146425716e+00;1.0147436473e+00;1.0232623398e+00;1.0152629932e+00;1.0287445017e+00;1.0106657471e+00;1.0230715864e+00;1.0207452032e+00;1.0208817587e+00;1.0285604867e+00;1.0154235451e+00;1.0183488241e+00;1.0172064301e+00;1.0229046045e+00
3.0720000000e-04;1.0133610801e+00;1.0149009796e+00;1.0106788423e+00;1.0125536151e+00;1.0139233539e+00;1.0140552719e+00;1.0227543499e+00;1.0145456932e+00;1.0282770895e+00;1.0103052134e+00;1.0226154665e+00;1.0201942791e+00;1.0201236351e+00;1.0280552692e+00;1.0148506454e+00;1.0176784659e+00;1.0162449462e+00;1.0220038586e+00
3.3280000000e-04;1.0126743415e+00;1.0143316385e+00;1.0102909948e+00;1.0122135126e+00;1.0133927507e+00;1.0136238684e+00;1.0222088433e+00;1.0139419979e+00;1.0277280097e+00;1.0099159915e+00;1.0222187499e+00;1.0197165583e+00;1.0194680954e+00;1.0276776788e+00;1.0142896444e+00;1.0168547373e+00;1.0155428257e+00;1.0213888673e+00
3.5840000000e-04;1.0121268587e+00;1.0139665047e+00;1.0098747009e+00;1.0116433260e+00;1.0128346970e+00;1.0131714644e+00;1.0216335157e+00;1.0134147335e+00;1.0272418668e+00;1.0095705984e+00;1.0219554756e+00;1.0193029572e+00;1.0187005684e+00;1.0272161100e+00;1.0137515202e+00;1.0163959746e+00;1.0149181019e+00;1.0209411970e+00
3.8400000000e-04;1.0117962576e+00;1.0135728172e+00;1.0095623244e+00;1.0112805120e+00;1.0123398554e+00;1.0126717122e+00;1.0210827735e+00;1.0129180996e+00;1.0268237714e+00;1.0092694160e+00;1.0215000142e+00;1.0187967861e+00;1.0181139325e+00;1.0265391407e+00;1.0133421733e+00;1.0158985639e+00;1.0144610401e+00;1.0203658065e+00
4.0960000000e-04;1.0112640538e+00;1.0132544757e+00;1.0091620054e+00;1.0109050196e+00;1.0119341413e+00;1.0120136640e+00;1.0206494502e+00;1.0123608335e+00;1.0261490755e+00;1.0091038422e+00;1.0212331479e+00;1.0183727906e+00;1.0176760851e+00;1.0262131461e+00;1.0128814970e+00;1.0153261078e+00;1.0138572083e+00;1.0199693242e+00
4.6080000000e-04;1.0105402200e+00;1.0124960050e+00;1.0086212368e+00;1.0101978852e+00;1.0110760223e+00;1.0112078952e+00;1.0198799947e+00;1.0115452186e+00;1.0255242262e+00;1.0085740101e+00;1.0207534313e+00;1.0176615335e+00;1.0167978364e+00;1.0253530518e+00;1.0120645839e+00;1.0145854425e+00;1.0128944497e+00;1.0190384772e+00
5.1200000000e-04;1.0098522455e+00;1.0118625335e+00;1.0081785690e+00;1.0096578724e+00;1.0103564408e+00;1.0105453815e+00;1.0191343196e+00;1.0106941617e+00;1.0248990950e+00;1.0080843235e+00;1.0202861024e+00;1.0169941405e+00;1.0160272424e+00;1.0247133413e+00;1.0114653057e+00;1.0140030433e+00;1.0119577011e+00;1.0182696518e+00
5.6320000000e-04;1.0092323020e+00;1.0113909594e+00;1.0078364310e+00;1.0091585518e+00;1.0097592672e+00;1.0099340257e+00;1.0185931294e+00;1.0099884877e+00;1.0243523336e+00;1.0077132470e+00;1.0198971252e+00;1.0166415276e+00;1.0153423309e+00;1.0241922526e+00;1.0109206357e+00;1.0134173840e+00;1.0111917887e+00;1.0175798628e+00
6.1440000000e-04;1.0087124837e+00;1.0109365137e+00;1.0073815069e+00;1.0087248063e+00;1.0093009877e+00;1.0094784490e+00;1.0179924202e+00;1.0095526002e+00;1.0239572368e+00;1.0073071494e+00;1.0194883875e+00;1.0161532170e+00;1.0145834982e+00;1.0236798453e+00;1.0105165189e+00;1.0130083368e+00;1.0106380993e+00;1.0170859681e+00
6.6560000000e-04;1.0082463969e+00;1.0105472726e+00;1.0071019004e+00;1.0083234557e+00;1.0087631235e+00;1.0088229783e+00;1.0174628120e+00;1.0090975101e+00;1.0234592162e+00;1.0070409118e+00;1.0193137102e+00;1.0156272148e+00;1.0140762072e+00;1.0232226326e+00;1.0101077485e+00;1.0125054895e+00;1.0099687770e+00;1.0166689010e+00
7.1680000000e-04;1.0077490801e+00;1.0101585671e+00;1.0068047662e+00;1.0080453103e+00;1.0083257589e+00;1.0085065500e+00;1.0170524140e+00;1.0085902831e+00;1.0229864047e+00;1.0068806807e+00;1.0190524242e+00;1.0153435393e+00;1.0136178048e+00;1.0229890376e+00;1.0096930656e+00;1.0121763746e+00;1.0096112263e+00;1.0162430837e+00
7.6800000000e-04;1.0073462538e+00;1.0098416065e+00;1.0065261623e+00;1.0078021706e+00;1.0079242490e+00;1.0081220040e+00;1.0166306648e+00;1.0081980135e+00;1.0227937618e+00;1.0065549903e+00;1.0187709694e+00;1.0150331821e+00;1.0130181417e+00;1.0226246212e+00;1.0092608226e+00;1.0117090727e+00;1.0091057248e+00;1.0157882110e+00
8.1920000000e-04;1.0070052997e+00;1.0096198000e+00;1.0064053045e+00;1.0075288315e+00;1.0076399511e+00;1.0078296768e+00;1.0164435793e+00;1.0077927713e+00;1.0225380847e+00;1.0063616040e+00;1.0186358484e+00;1.0146334309e+00;1.0127191878e+00;1.0223862308e+00;1.0088883205e+00;1.0114538081e+00;1.0088762844e+00;1.0155744978e+00
9.2160000000e-04;1.0063283526e+00;1.0090396936e+00;1.0060021339e+00;1.0070834025e+00;1.0070569287e+00;1.0070425716e+00;1.0157276527e+00;1.0071513690e+00;1.0218382324e+00;1.0060037494e+00;1.0181718529e+00;1.0141539782e+00;1.0120466485e+00;1.0218564137e+00;1.0082843456e+00;1.0106298336e+00;1.0078707656e+00;1.0148677982e+00
1.0240000000e-03;1.0058611725e+00;1.0086664464e+00;1.0056404091e+00;1.0065900622e+00;1.0064700275e+00;1.0064603611e+00;1.0151937817e+00;1.0065550620e+00;1.0214552704e+00;1.0056657796e+00;1.0177840299e+00;1.0137362806e+00;1.0113198525e+00;1.0214398964e+00;1.0079501809e+00;1.0101202274e+00;1.0071326169e+00;1.0144122804e+00
1.1264000000e-03;1.0053175730e+00;1.0083608054e+00;1.0053767897e+00;1.0062479515e+00;1.0060554738e+00;1.0059889619e+00;1.0147699468e+00;1.0061260872e+00;1.0209605187e+00;1.0054483492e+00;1.0174692646e+00;1.0134499822e+00;1.0108738627e+00;1.0211679179e+00;1.0074451805e+00;1.0096359441e+00;1.0066519520e+00;1.0140200458e+00
1.2288000000e-03;1.0050256016e+00;1.0079696563e+00;1.0051782969e+00;1.0058703944e+00;1.0056821508e+00;1.0055564108e+00;1.0143454019e+00;1.0057385954e+00;1.0207310628e+00;1.0052002185e+00;1.0172410794e+00;1.0130587454e+00;1.0104703520e+00;1.0208702754e+00;1.0071206879e+00;1.0094341487e+00;1.0062577511e+00;1.0136048326e+00
1.3312000000e-03;1.0047276183e+00;1.0078018193e+00;1.0049698759e+00;1.0056276218e+00;1.0052631382e+00;1.0053161504e+00;1.0139817431e+00;1.0053798359e+00;1.0203610519e+00;1.0050119768e+00;1.0170610373e+00;1.0127464851e+00;1.0099795104e+00;1.0206547401e+00;1.0068234790e+00;1.0091356228e+00;1.0058099466e+00;1.0131828014e+00
1.4336000000e-03;1.0044248174e+00;1.0074610480e+00;1.0048246962e+00;1.0054174152e+00;1.0049540838e+00;1.0051068589e+00;1.0137361266e+00;1.0052940573e+00;1.0201396372e+00;1.0048335659e+00;1.0168773206e+00;1.0125182788e+00;1.0097161874e+00;1.0203922891e+00;1.0065816924e+00;1.0088626235e+00;1.0054297468e+00;1.0129681053e+00
1.5360000000e-03;1.0042340197e+00;1.0071610414e+00;1.0045499239e+00;1.0052669081e+00;1.0048225518e+00;1.0048216596e+00;1.0134601854e+00;1.0048526264e+00;1.0198923063e+00;1.0047195298e+00;1.0167457452e+00;1.0123368555e+00;1.0094592386e+00;1.0202288191e+00;1.0063151660e+00;1.0085655813e+00;1.0050990723e+00;1.0125114859e+00
1.6384000000e-03;1.0039924939e+00;1.0069643953e+00;1.0044101208e+00;1.0050843184e+00;1.0046749454e+00;1.0045475203e+00;1.0132900920e+00;1.0046423539e+00;1.0197213025e+00;1.0044904880e+00;1.0165829492e+00;1.0121118531e+00;1.0092170842e+00;1.0199196048e+00;1.0061318163e+00;1.0082801032e+00;1.0049024078e+00;1.0123478431e+00
1.8432000000e-03;1.0037414482e+00;1.0066533254e+00;1.0040688697e+00;1.0046832620e+00;1.0043002262e+00;1.0039749890e+00;1.0128534171e+00;1.0041883924e+00;1.0193387575e+00;1.0042775156e+00;1.0163066634e+00;1.0117338975e+00;1.0084721783e+00;1.0196176908e+00;1.0056833149e+00;1.0078875692e+00;1.0043487856e+00;1.0118652544e+00
2.0480000000e-03;1.0033841850e+00;1.0064206405e+00;1.0038285205e+00;1.0044983901e+00;1.0039187396e+00;1.0035747040e+00;1.0124012905e+00;1.0038474660e+00;1.0189963239e+00;1.0039654617e+00;1.0160570642e+00;1.0114456312e+00;1.0080803299e+00;1.0194187682e+00;1.0052697066e+00;1.0075908744e+00;1.0040029992e+00;1.0114878627e+00
2.2528000000e-03;1.0031455470e+00;1.0061666147e+00;1.0036676965e+00;1.0041941638e+00;1.0036356987e+00;1.0032777890e+00;1.0121483049e+00;1.0036593393e+00;1.0186448344e+00;1.0037942550e+00;1.0158617835e+00;1.0111688278e+00;1.0077849733e+00;1.0190508595e+00;1.0049453356e+00;1.0072185694e+00;1.0036702608e+00;1.0112197001e+00
2.4576000000e-03;1.0028802799e+00;1.0060198482e+00;1.0034487472e+00;1.0039871266e+00;1.0033774745e+00;1.0030657722e+00;1.0120384201e+00;1.0034708515e+00;1.0184899601e+00;1.0036314868e+00;1.0157529514e+00;1.0109168400e+00;1.0075508381e+00;1.0188279888e+00;1.0046891753e+00;1.0070345732e+00;1.0033573475e+00;1.0110470072e+00
2.6624000000e-03;1.0027462961e+00;1.0057462622e+00;1.0032884406e+00;1.0038742040e+00;1.0032277932e+00;1.0028268565e+00;1.0118991706e+00;1.0031904842e+00;1.0183064989e+00;1.0034860399e+00;1.0156409073e+00;1.0107280921e+00;1.0072933078e+00;1.0185156585e+00;1.0045411000e+00;1.0068555530e+00;1.0029974919e+00;1.0107870503e+00
2.8672000000e-03;1.0025701245e+00;1.0055945468e+00;1.0031010992e+00;1.0036391180e+00;1.0030890881e+00;1.0027382441e+00;1.0116840756e+00;1.0029111307e+00;1.0180878108e+00;1.0034327289e+00;1.0154951524e+00;1.0104953517e+00;1.0069993872e+00;1.0184806383e+00;1.0043621119e+00;1.0065704442e+00;1.0027940706e+00;1.0106075919e+00
3.0720000000e-03;1.0023652174e+00;1.0055211085e+00;1.0029541474e+00;1.0034323978e+00;1.0030796429e+00;1.0025735925e+00;1.0115854610e+00;1.0028520053e+00;1.0179520563e+00;1.0034289574e+00;1.0153877747e+00;1.0104045511e+00;1.0067992230e+00;1.0183357959e+00;1.0043337944e+00;1.0064214764e+00;1.0025960969e+00;1.0104611193e+00
3.2768000000e-03;1.0021855201e+00;1.0053893172e+00;1.0028524641e+00;1.0032661922e+00;1.0027623132e+00;1.0024679307e+00;1.0114162471e+00;1.0026970967e+00;1.0178494474e+00;1.0033155661e+00;1.0153039314e+00;1.0102592803e+00;1.0067937275e+00;1.0182629604e+00;1.0041981779e+00;1.0062800544e+00;1.0024417087e+00;1.0100927501e+00
3.6864000000e-03;1.0017795305e+00;1.0051042213e+00;1.0027384114e+00;1.0031630670e+00;1.0024125145e+00;1.0021361184e+00;1.0112987938e+00;1.0025258187e+00;1.0176574269e+00;1.0032279937e+00;1.0151605386e+00;1.0100475289e+00;1.0064832153e+00;1.0180574910e+00;1.0040635755e+00;1.0060887971e+00;1.0020418341e+00;1.0098161386e+00
4.0960000000e-03;1.0016430033e+00;1.0049732158e+00;1.0027232624e+00;1.0030670788e+00;1.0021879509e+00;1.0019794997e+00;1.0110937741e+00;1.0023794828e+00;1.0173976449e+00;1.0031257329e+00;1.0150539497e+00;1.0100320684e+00;1.0064092862e+00;1.0179325557e+00;1.0037980925e+00;1.0059130919e+00;1.0018476597e+00;1.0097862848e+00
4.5056000000e-03;1.0014448694e+00;1.0047962559e+00;1.0026769593e+00;1.0028907084e+00;1.0019458400e+00;1.0017641221e+00;1.0109335183e+00;1.0021562844e+00;1.0171903627e+00;1.0030428809e+00;1.0149094762e+00;1.0099632724e+00;1.0061404482e+00;1.0177736820e+00;1.0037854634e+00;1.0057832179e+00;1.0016783949e+00;1.0095982278e+00
4.9152000000e-03;1.0013037072e+00;1.0046257251e+00;1.0025236219e+00;1.0027184616e+00;1.0018785228e+00;1.0016251434e+00;1.0107706769e+00;1.0019228060e+00;1.0169849532e+00;1.0028989183e+00;1.0147980194e+00;1.0096377115e+00;1.0060259707e+00;1.0176531655e+00;1.0037122503e+00;1.0055698047e+00;1.0016629427e+00;1.0093480771e+00
5.3248000000e-03;1.0013198634e+00;1.0046056515e+00;1.0024687442e+00;1.0025808146e+00;1.0017156577e+00;1.0014765585e+00;1.0106243414e+00;1.0019504423e+00;1.0168820511e+00;1.0028545477e+00;1.0146883400e+00;1.0095948496e+00;1.0058554985e+00;1.0174478905e+00;1.0035416052e+00;1.0052923403e+00;1.0015247864e+00;1.0091729420e+00
5.7344000000e-03;1.0011698249e+00;1.0045639638e+00;1.0023448581e+00;1.0025977904e+00;1.0016208446e+00;1.0013586823e+00;1.0105431502e+00;1.0018934481e+00;1.0167496492e+00;1.0027842677e+00;1.0145810559e+00;1.0096204354e+00;1.0058336356e+00;1.0173556286e+00;1.0034240309e+00;1.0052990274e+00;1.0015728237e+00;1.0090444800e+00
6.1440000000e-03;1.0012006799e+00;1.0044863879e+00;1.0022304945e+00;1.0024665872e+00;1.0014556936e+00;1.0013227550e+00;1.0105237488e+00;1.0017465171e+00;1.0168279892e+00;1.0025715792e+00;1.0145869607e+00;1.0095519998e+00;1.0057750334e+00;1.0172025065e+00;1.0034765234e+00;1.0052496650e+00;1.0014277507e+00;1.0091106966e+00
6.5536000000e-03;1.0010881802e+00;1.0043528641e+00;1.0021726016e+00;1.0023280862e+00;1.0013833740e+00;1.0013722270e+00;1.0105971410e+00;1.0016198146e+00;1.0167368155e+00;1.0025332273e+00;1.0145394370e+00;1.0095635150e+00;1.0055764586e+00;1.0169906763e+00;1.0035161189e+00;1.0050972909e+00;1.0013094118e+00;1.0089780020e+00
7.3728000000e-03;1.0009847865e+00;1.0043386054e+00;1.0020710786e+00;1.0022536811e+00;1.0013763840e+00;1.0011715895e+00;1.0103790417e+00;1.0016939361e+00;1.0165677686e+00;1.0025456353e+00;1.0144881646e+00;1.0094423447e+00;1.0054048421e+00;1.0171079002e+00;1.0032590209e+00;1.0048981816e+00;1.0013032679e+00;1.0088566879e+00
8.1920000000e-03;1.0008256273e+00;1.0044187895e+00;1.0019820139e+00;1.0022595501e+00;1.0012271202e+00;1.0010161910e+00;1.0101447782e+00;1.0014803483e+00;1.0165479813e+00;1.0025641878e+00;1.0144447167e+00;1.0093080142e+00;1.0051380703e+00;1.0170745832e+00;1.0031284752e+00;1.0050016868e+00;1.0010987985e+00;1.0086262712e+00
9.0112000000e-03;1.0006998774e+00;1.0043712658e+00;1.0019190331e+00;1.0022891497e+00;1.0011251562e+00;1.0009433115e+00;1.0102515517e+00;1.0012922973e+00;1.0164161887e+00;1.0024818004e+00;1.0143225494e+00;1.0091804602e+00;1.0050889028e+00;1.0168439768e+00;1.0031116602e+00;1.0049556257e+00;1.0011780242e+00;1.0084986292e+00
9.8304000000e-03;1.0006831755e+00;1.0042122486e+00;1.0019491805e+00;1.0021769597e+00;1.0010390577e+00;1.0007902393e+00;1.0100730674e+00;1.0012739640e+00;1.0164268139e+00;1.0024661861e+00;1.0142225982e+00;1.0090955095e+00;1.0050121850e+00;1.0167995499e+00;1.0030498932e+00;1.0049500934e+00;1.0010322173e+00;1.0085722115e+00
1.0649600000e-02;1.0006688531e+00;1.0041656776e+00;1.0019556105e+00;1.0021465710e+00;1.0009431972e+00;1.0007736645e+00;1.0099255992e+00;1.0012312387e+00;1.0164841410e+00;1.0024007158e+00;1.0142542861e+00;1.0090744794e+00;1.0047658718e+00;1.0167930479e+00;1.0029862491e+00;1.0048811713e+00;1.0007015283e+00;1.0085052345e+00
1.1468800000e-02;1.0007046231e+00;1.0042152273e+00;1.0019092342e+00;1.0021210121e+00;1.0008951861e+00;1.0008477300e+00;1.0099811548e+00;1.0011263128e+00;1.0162714792e+00;1.0023924871e+00;1.0142970727e+00;1.0090234544e+00;1.0049234843e+00;1.0167316379e+00;1.0028537771e+00;1.0048454351e+00;1.0006675707e+00;1.0084241639e+00
1.2288000000e-02;1.0008507821e+00;1.0042638313e+00;1.0018475000e+00;1.0021165486e+00;1.0008946140e+00;1.0008889887e+00;1.0098401935e+00;1.0011292610e+00;1.0163409258e+00;1.0024066601e+00;1.0142615451e+00;1.0090189295e+00;1.0049264495e+00;1.0167309925e+00;1.0027835724e+00;1.0047709986e+00;1.0004538018e+00;1.0084710268e+00
1.3107200000e-02;1.0005836995e+00;1.0042411432e+00;1.0018752470e+00;1.0020926142e+00;1.0010135607e+00;1.0009145015e+00;1.0097920343e+00;1.0010625720e+00;1.0162518494e+00;1.0023511142e+00;1.0143011824e+00;1.0090621952e+00;1.0047162192e+00;1.0167263166e+00;1.0027400843e+00;1.0048250562e+00;1.0003824742e+00;1.0084077887e+00
1.4745600000e-02;1.0004978533e+00;1.0042697402e+00;1.0018429110e+00;1.0021415491e+00;1.0009791647e+00;1.0006816153e+00;1.0097613837e+00;1.0010409068e+00;1.0161668521e+00;1.0022363613e+00;1.0142216169e+00;1.0090589196e+00;1.0047819687e+00;1.0166378266e+00;1.0027391267e+00;1.0046434124e+00;1.0003995180e+00;1.0084188066e+00
1.6384000000e-02;1.0002544520e+00;1.0042731777e+00;1.0016786717e+00;1.0020611466e+00;1.0009278607e+00;1.0005933723e+00;1.0096060783e+00;1.0008187204e+00;1.0161268584e+00;1.0022425952e+00;1.0141434611e+00;1.0089156596e+00;1.0048608566e+00;1.0165923345e+00;1.0027214182e+00;1.0045421965e+00;1.0002997459e+00;1.0083582643e+00
1.8022400000e-02;1.0002686978e+00;1.0043309069e+00;1.0016692046e+00;1.0019207055e+00;1.0009777288e+00;1.0006241589e+00;1.0095605631e+00;1.0008774935e+00;1.0160693864e+00;1.0021610481e+00;1.0140830668e+00;1.0089194144e+00;1.0049094565e+00;1.0165321317e+00;1.0026280007e+00;1.0045305498e+00;1.0000639052e+00;1.0082907351e+00
1.9660800000e-02;1.0004982870e+00;1.0040767879e+00;1.0016483987e+00;1.0018982348e+00;1.0009204680e+00;1.0006466193e+00;1.0093601811e+00;1.0007900329e+00;1.0161026316e+00;1.0021087819e+00;1.0139820473e+00;1.0089839095e+00;1.0048266580e+00;1.0165425692e+00;1.0025830927e+00;1.0044943731e+00;9.9985269676e-01;1.0082171382e+00
2.1299200000e-02;1.0005032928e+00;1.0040300170e+00;1.0016752657e+00;1.0018191626e+00;1.0007024411e+00;1.0004431048e+00;1.0095108766e+00;1.0008718106e+00;1.0159954064e+00;1.0021315938e+00;1.0140119249e+00;1.0088780212e+00;1.0045639667e+00;1.0165897411e+00;1.0027413928e+00;1.0045828372e+00;9.9991417475e-01;1.0083174102e+00
2.2937600000e-02;1.0004064756e+00;1.0040517668e+00;1.0016788107e+00;1.0019223130e+00;1.0007629366e+00;1.0003352867e+00;1.0094111428e+00;1.0007969441e+00;1.0160445855e+00;1.0020859297e+00;1.0139413947e+00;1.0087189370e+00;1.0045347375e+00;1.0164735130e+00;1.0025130550e+00;1.0046721859e+00;1.0001292958e+00;1.0082008587e+00
2.4576000000e-02;1.0003210199e+00;1.0040287289e+00;1.0016364682e+00;1.0018770271e+00;1.0007579792e+00;1.0002563214e+00;1.0093965951e+00;1.0008699850e+00;1.0159830405e+00;1.0021330172e+00;1.0140730139e+00;1.0088255162e+00;1.0046979442e+00;1.0162519821e+00;1.0025347502e+00;1.0044713889e+00;1.0001799612e+00;1.0081756523e+00
2.6214400000e-02;1.0003197273e+00;1.0040215472e+00;1.0016587622e+00;1.0017439810e+00;1.0006740639e+00;1.0003141753e+00;1.0093377263e+00;1.0008099897e+00;1.0160168423e+00;1.0021021014e+00;1.0139909408e+00;1.0088549392e+00;1.0046127809e+00;1.0163874020e+00;1.0025470260e+00;1.0044059773e+00;1.0001325557e+00;1.0081551023e+00
2.9491200000e-02;1.0002402764e+00;1.0039442868e+00;1.0017161936e+00;1.0018001350e+00;1.0005741741e+00;1.0003508833e+00;1.0094080047e+00;1.0006689914e+00;1.0160557781e+00;1.0020911948e+00;1.0140199010e+00;1.0088143285e+00;1.0046057916e+00;1.0162606615e+00;1.0024269063e+00;1.0044982559e+00;1.0001010839e+00;1.0080786889e+00
3.2768000000e-02;1.0001477793e+00;1.0039088186e+00;1.0016630122e+00;1.0016895295e+00;1.0006576566e+00;1.0003496334e+00;1.0094188941e+00;1.0008323463e+00;1.0160748102e+00;1.0020572872e+00;1.0139690625e+00;1.0086728120e+00;1.0044728152e+00;1.0162304165e+00;1.0023791303e+00;1.0044725074e+00;1.0001813377e+00;1.0080046052e+00
3.6044800000e-02;1.0002254915e+00;1.0038825577e+00;1.0016748189e+00;1.0018159843e+00;1.0006432341e+00;1.0002302699e+00;1.0092659821e+00;1.0008770756e+00;1.0160566313e+00;1.0020695254e+00;1.0139801761e+00;1.0086870850e+00;1.0043105784e+00;1.0162640000e+00;1.0023013086e+00;1.0042966589e+00;1.0002963867e+00;1.0081201532e+00
3.9321600000e-02;1.0002126032e+00;1.0039146329e+00;1.0016401087e+00;1.0018870668e+00;1.0006631710e+00;1.0002811442e+00;1.0092584648e+00;1.0009027357e+00;1.0159221957e+00;1.0021284972e+00;1.0139620709e+00;1.0086205134e+00;1.0044990860e+00;1.0162972007e+00;1.0024339938e+00;1.0042041709e+00;1.0002797101e+00;1.0079753185e+00
4.2598400000e-02;1.0001045512e+00;1.0038995504e+00;1.0017109872e+00;1.0018709111e+00;1.0007118809e+00;1.0003365751e+00;1.0093028766e+00;1.0008197726e+00;1.0159437773e+00;1.0020848387e+00;1.0140400346e+00;1.0085894304e+00;1.0045046086e+00;1.0162458449e+00;1.0024684238e+00;1.0041999673e+00;1.0001169009e+00;1.0080105900e+00
4.5875200000e-02;9.9994768217e-01;1.0039657051e+00;1.0016364671e+00;1.0018105146e+00;1.0006406151e+00;1.0002090569e+00;1.0092406455e+00;1.0007547500e+00;1.0157704912e+00;1.0019778567e+00;1.0139541067e+00;1.0084933567e+00;1.0046665418e+00;1.0162549332e+00;1.0024902282e+00;1.0043376894e+00;1.0000261104e+00;1.0079653891e+00
4.9152000000e-02;9.9993452409e-01;1.0039272662e+00;1.0015715301e+00;1.0017328096e+00;1.0005816391e+00;1.0002711368e+00;1.0091963884e+00;1.0005734071e+00;1.0159890607e+00;1.0020378243e+00;1.0139170665e+00;1.0085391457e+00;1.0046534954e+00;1.0163107098e+00;1.0023520094e+00;1.0042192300e+00;1.0001483768e+00;1.0077810311e+00
5.2428800000e-02;1.0000242270e+00;1.0038995437e+00;1.0016641426e+00;1.0017197152e+00;1.0006423089e+00;1.0001338823e+00;1.0090644016e+00;1.0007060569e+00;1.0160162111e+00;1.0020190818e+00;1.0138908758e+00;1.0086096423e+00;1.0045619652e+00;1.0161674630e+00;1.0024285252e+00;1.0042947269e+00;1.0002296348e+00;1.0078997420e+00
5.8982400000e-02;1.0001048087e+00;1.0038338087e+00;1.0015325300e+00;1.0017456665e+00;1.0005836424e+00;1.0000949505e+00;1.0090944014e+00;1.0006433593e+00;1.0158889066e+00;1.0020031997e+00;1.0137892155e+00;1.0085187428e+00;1.0045051762e+00;1.0161375204e+00;1.0023603024e+00;1.0041550864e+00;1.0002188731e+00;1.0078074532e+00
6.5536000000e-02;1.0000129289e+00;1.0040635939e+00;1.0014899670e+00;1.0017422095e+00;1.0006115218e+00;1.0001354753e+00;1.0089702752e+00;1.0006238905e+00;1.0160092508e+00;1.0019418984e+00;1.0138677470e+00;1.0084932421e+00;1.0044284884e+00;1.0161281831e+00;1.0023951774e+00;1.0040274582e+00;1.0002787690e+00;1.0079128903e+00
7.2089600000e-02;1.0001514726e+00;1.0039126067e+00;1.0014860477e+00;1.0016713469e+00;1.0005261370e+00;1.0001229034e+00;1.0089940673e+00;1.0003741984e+00;1.0159603908e+00;1.0018937920e+00;1.0138095814e+00;1.0085459771e+00;1.0045495430e+00;1.0160185195e+00;1.0024320729e+00;1.0040665125e+00;1.0002014435e+00;1.0077436817e+00
7.8643200000e-02;1.0001770943e+00;1.0038642592e+00;1.0015229104e+00;1.0017773302e+00;1.0005193942e+00;1.0002614353e+00;1.0089677201e+00;1.0005469325e+00;1.0158918281e+00;1.0019400442e+00;1.0138701080e+00;1.0085108446e+00;1.0043060303e+00;1.0159203602e+00;1.0023440514e+00;1.0040547185e+00;1.0001103795e+00;1.0077923740e+00
8.5196800000e-02;9.9991495657e-01;1.0038546850e+00;1.0015503568e+00;1.0016819448e+00;1.0005602691e+00;1.0000916773e+00;1.0089270497e+00;1.0007037908e+00;1.0158204419e+00;1.0019622452e+00;1.0139730668e+00;1.0084768321e+00;1.0044242504e+00;1.0160466356e+00;1.0024074986e+00;1.0039973427e+00;9.9984340319e-01;1.0078798096e+00
