;03_DM100_3_1_1_1;03_DM100_3_2_1_1;03_DM100_3_3_1_1;03_DM100_3_4_1_1;03_DM100_3_5_1_1;03_DM100_3_6_1_1;03_DM100_3_7_1_1;03_DM100_3_8_1_1;03_DM100_3_9_1_1;03_DM100_3_10_1_1;03_DM100_3_11_1_1;03_DM100_3_12_1_1;03_DM100_3_13_1_1;03_DM100_3_14_1_1;03_DM100_3_15_1_1;03_DM100_3_16_1_1;03_DM100_3_17_1_1;03_DM100_3_18_1_1;03_DM100_3_19_1_1;03_DM100_3_20_1_1
6.4000000000e-05;1.0163694260e+00;1.0166354427e+00;1.0162798517e+00;1.0163661992e+00;1.0166892491e+00;1.0165909684e+00;1.0165239015e+00;1.0163325622e+00;1.0166001917e+00;1.0163015505e+00;1.0164579466e+00;1.0165950299e+00;1.0167033668e+00;1.0164194133e+00;1.0164703888e+00;1.0164936711e+00;1.0167826590e+00;1.0164916518e+00;1.0164479570e+00;1.0166700735e+00
7.0400000000e-05;1.0159805776e+00;1.0161513368e+00;1.0158159765e+00;1.0159544466e+00;1.0161714076e+00;1.0160238080e+00;1.0159588957e+00;1.0158952742e+00;1.0162600927e+00;1.0158614502e+00;1.0159444370e+00;1.0162077755e+00;1.0162914441e+00;1.0159934310e+00;1.0161616879e+00;1.0160727822e+00;1.0163459164e+00;1.0160756143e+00;1.0160839012e+00;1.0160897959e+00
7.6800000000e-05;1.0155961210e+00;1.0157476298e+00;1.0153332283e+00;1.0154936016e+00;1.0158841316e+00;1.0157464302e+00;1.0156850084e+00;1.0155452395e+00;1.0157468493e+00;1.0153429419e+00;1.0155333665e+00;1.0158298682e+00;1.0159185466e+00;1.0156899347e+00;1.0156526382e+00;1.0155562246e+00;1.0159736013e+00;1.0157527436e+00;1.0157345044e+00;1.0157629327e+00
8.3200000000e-05;1.0151793517e+00;1.0153708524e+00;1.0151201194e+00;1.0150947605e+00;1.0154483635e+00;1.0152572824e+00;1.0152027519e+00;1.0150917564e+00;1.0154654187e+00;1.0150119852e+00;1.0151634979e+00;1.0153414614e+00;1.0155230996e+00;1.0151263384e+00;1.0152437400e+00;1.0150226616e+00;1.0154460018e+00;1.0153820107e+00;1.0151872880e+00;1.0153928127e+00
8.9600000000e-05;1.0148344163e+00;1.0149398912e+00;1.0146508843e+00;1.0149606012e+00;1.0150453060e+00;1.0149400788e+00;1.0148112359e+00;1.0146815323e+00;1.0149561404e+00;1.0147116411e+00;1.0147824933e+00;1.0150105620e+00;1.0151446024e+00;1.0148217684e+00;1.0148619821e+00;1.0148757062e+00;1.0151291909e+00;1.0149041663e+00;1.0147422629e+00;1.0149560937e+00
9.6000000000e-05;1.0145378283e+00;1.0144843863e+00;1.0143527807e+00;1.0143408512e+00;1.0147499464e+00;1.0146198227e+00;1.0145294040e+00;1.0142949847e+00;1.0146261084e+00;1.0143140855e+00;1.0143307056e+00;1.0146036056e+00;1.0147396011e+00;1.0145260564e+00;1.0145044933e+00;1.0145006169e+00;1.0147433947e+00;1.0145614264e+00;1.0145264957e+00;1.0147445007e+00
1.0240000000e-04;1.0141406906e+00;1.0142625872e+00;1.0140399257e+00;1.0140023728e+00;1.0143754005e+00;1.0142543395e+00;1.0142711306e+00;1.0140510454e+00;1.0143883862e+00;1.0138427773e+00;1.0140858034e+00;1.0143379701e+00;1.0144298278e+00;1.0141482033e+00;1.0142761963e+00;1.0140330752e+00;1.0143300846e+00;1.0143121528e+00;1.0141524429e+00;1.0143074606e+00
1.1520000000e-04;1.0135935357e+00;1.0136178790e+00;1.0134125113e+00;1.0135403649e+00;1.0138465245e+00;1.0136946847e+00;1.0135979632e+00;1.0133501009e+00;1.0137892936e+00;1.0133105843e+00;1.0134831580e+00;1.0138148225e+00;1.0137504926e+00;1.0135852594e+00;1.0136717184e+00;1.0134841152e+00;1.0139026737e+00;1.0136497265e+00;1.0135527357e+00;1.0137239054e+00
1.2800000000e-04;1.0129859295e+00;1.0131151563e+00;1.0127746188e+00;1.0129784591e+00;1.0132435709e+00;1.0130722892e+00;1.0129771375e+00;1.0128007256e+00;1.0132345969e+00;1.0127645413e+00;1.0129721407e+00;1.0131111644e+00;1.0132120850e+00;1.0130016756e+00;1.0131067140e+00;1.0130336792e+00;1.0133414238e+00;1.0130415901e+00;1.0130136050e+00;1.0130510678e+00
1.4080000000e-04;1.0125596545e+00;1.0126185491e+00;1.0124469221e+00;1.0124420532e+00;1.0125789706e+00;1.0126671173e+00;1.0125071240e+00;1.0122179017e+00;1.0126899473e+00;1.0122512614e+00;1.0125346522e+00;1.0125315037e+00;1.0127043425e+00;1.0125363189e+00;1.0125385665e+00;1.0125328008e+00;1.0127797560e+00;1.0125801596e+00;1.0124415084e+00;1.0125479545e+00
1.5360000000e-04;1.0120775303e+00;1.0120627228e+00;1.0119031628e+00;1.0119596781e+00;1.0122665704e+00;1.0121146182e+00;1.0120478869e+00;1.0118105241e+00;1.0121594907e+00;1.0117667640e+00;1.0120720667e+00;1.0121801846e+00;1.0122966256e+00;1.0119757478e+00;1.0121104381e+00;1.0119840075e+00;1.0122582433e+00;1.0122420996e+00;1.0121258350e+00;1.0122084370e+00
1.6640000000e-04;1.0116520063e+00;1.0116705031e+00;1.0115711907e+00;1.0115052326e+00;1.0117827635e+00;1.0116413442e+00;1.0116141526e+00;1.0114121335e+00;1.0117022740e+00;1.0114038291e+00;1.0115998138e+00;1.0117340409e+00;1.0118225060e+00;1.0115917253e+00;1.0117610853e+00;1.0116991915e+00;1.0118648174e+00;1.0117119499e+00;1.0116424331e+00;1.0117592503e+00
1.7920000000e-04;1.0112099656e+00;1.0112650646e+00;1.0110503014e+00;1.0111332534e+00;1.0113301013e+00;1.0112027447e+00;1.0112077445e+00;1.0110235077e+00;1.0113583707e+00;1.0110137132e+00;1.0112080143e+00;1.0114306824e+00;1.0114633690e+00;1.0111984450e+00;1.0114078924e+00;1.0112767418e+00;1.0114863099e+00;1.0113116439e+00;1.0111799714e+00;1.0113503172e+00
1.9200000000e-04;1.0108526812e+00;1.0109057822e+00;1.0107311590e+00;1.0107238940e+00;1.0110779154e+00;1.0108648279e+00;1.0108059817e+00;1.0105962508e+00;1.0110455797e+00;1.0107127704e+00;1.0107976019e+00;1.0110508926e+00;1.0110319300e+00;1.0108008920e+00;1.0109231822e+00;1.0109653710e+00;1.0111416787e+00;1.0109214628e+00;1.0108485003e+00;1.0110275007e+00
2.0480000000e-04;1.0105003758e+00;1.0106429571e+00;1.0103405993e+00;1.0104155889e+00;1.0107289994e+00;1.0105566736e+00;1.0104618356e+00;1.0102328133e+00;1.0106787321e+00;1.0102728940e+00;1.0104963068e+00;1.0106591029e+00;1.0107063631e+00;1.0104735380e+00;1.0105121525e+00;1.0105198852e+00;1.0107727603e+00;1.0106001870e+00;1.0105272351e+00;1.0106338647e+00
2.3040000000e-04;1.0098538123e+00;1.0099377332e+00;1.0097519085e+00;1.0098533852e+00;1.0100912351e+00;1.0098862557e+00;1.0098583488e+00;1.0096650349e+00;1.0100460312e+00;1.0096905693e+00;1.0099312522e+00;1.0100289139e+00;1.0100906752e+00;1.0098685684e+00;1.0099450457e+00;1.0098747875e+00;1.0101799827e+00;1.0099531067e+00;1.0098785346e+00;1.0100535565e+00
2.5600000000e-04;1.0093915073e+00;1.0093977318e+00;1.0092288034e+00;1.0093447938e+00;1.0095142186e+00;1.0094173082e+00;1.0093498363e+00;1.0091084323e+00;1.0095150607e+00;1.0091698011e+00;1.0093706799e+00;1.0095416183e+00;1.0095495880e+00;1.0092861697e+00;1.0094244985e+00;1.0093473326e+00;1.0095749917e+00;1.0094329129e+00;1.0093796054e+00;1.0095112624e+00
2.8160000000e-04;1.0088103829e+00;1.0088796167e+00;1.0087638984e+00;1.0088703778e+00;1.0090493879e+00;1.0089525749e+00;1.0088534333e+00;1.0086385506e+00;1.0088605922e+00;1.0087411175e+00;1.0089196573e+00;1.0090686265e+00;1.0091284360e+00;1.0087694357e+00;1.0088672764e+00;1.0088459324e+00;1.0090555382e+00;1.0089440579e+00;1.0089229217e+00;1.0090005752e+00
3.0720000000e-04;1.0083321024e+00;1.0084808597e+00;1.0083118077e+00;1.0083921761e+00;1.0086208867e+00;1.0084835360e+00;1.0084625962e+00;1.0081630830e+00;1.0085001089e+00;1.0082956957e+00;1.0084173352e+00;1.0086331027e+00;1.0086218530e+00;1.0083510885e+00;1.0085072789e+00;1.0084583936e+00;1.0086007108e+00;1.0085328015e+00;1.0084434212e+00;1.0086595229e+00
3.3280000000e-04;1.0080215649e+00;1.0081303449e+00;1.0079686075e+00;1.0080452764e+00;1.0081896798e+00;1.0080622785e+00;1.0080128661e+00;1.0078425208e+00;1.0081174805e+00;1.0079335487e+00;1.0080268206e+00;1.0081990054e+00;1.0082934001e+00;1.0079826529e+00;1.0081203742e+00;1.0080362482e+00;1.0082270688e+00;1.0080988370e+00;1.0080822049e+00;1.0082714427e+00
3.5840000000e-04;1.0075757060e+00;1.0078343343e+00;1.0075888954e+00;1.0076782924e+00;1.0078945172e+00;1.0077192500e+00;1.0077611379e+00;1.0074713634e+00;1.0078005962e+00;1.0075359572e+00;1.0077008673e+00;1.0078795650e+00;1.0079543924e+00;1.0076489418e+00;1.0077572184e+00;1.0076857767e+00;1.0078664195e+00;1.0077601028e+00;1.0077484125e+00;1.0078990047e+00
3.8400000000e-04;1.0073265204e+00;1.0073752505e+00;1.0072810917e+00;1.0074263207e+00;1.0075689413e+00;1.0074209904e+00;1.0074581380e+00;1.0071195647e+00;1.0074226719e+00;1.0072203379e+00;1.0074848062e+00;1.0075874510e+00;1.0076454096e+00;1.0073242117e+00;1.0074925497e+00;1.0073648777e+00;1.0074502306e+00;1.0074468205e+00;1.0074439753e+00;1.0075802508e+00
4.0960000000e-04;1.0069783704e+00;1.0071252958e+00;1.0070386333e+00;1.0072148868e+00;1.0072914816e+00;1.0071325972e+00;1.0071840617e+00;1.0068295088e+00;1.0071759363e+00;1.0069049888e+00;1.0071335971e+00;1.0072695998e+00;1.0072536704e+00;1.0070386832e+00;1.0071250973e+00;1.0070971239e+00;1.0072255370e+00;1.0071010094e+00;1.0071859576e+00;1.0073423971e+00
4.6080000000e-04;1.0064950181e+00;1.0066851316e+00;1.0064526445e+00;1.0066428333e+00;1.0067106045e+00;1.0066716701e+00;1.0066399519e+00;1.0063374092e+00;1.0066396361e+00;1.0063603033e+00;1.0065947104e+00;1.0068237405e+00;1.0067147996e+00;1.0065109443e+00;1.0066460763e+00;1.0065685022e+00;1.0067304500e+00;1.0066090357e+00;1.0066321631e+00;1.0067663149e+00
5.1200000000e-04;1.0060882882e+00;1.0062291692e+00;1.0059407458e+00;1.0061661255e+00;1.0063199487e+00;1.0062512455e+00;1.0062198569e+00;1.0059377762e+00;1.0061748714e+00;1.0059161876e+00;1.0061621176e+00;1.0063631678e+00;1.0062829221e+00;1.0060599044e+00;1.0061705555e+00;1.0061535197e+00;1.0062958047e+00;1.0061730467e+00;1.0062046606e+00;1.0063851179e+00
5.6320000000e-04;1.0057279502e+00;1.0058115317e+00;1.0056098632e+00;1.0058042771e+00;1.0059404729e+00;1.0058141469e+00;1.0058073284e+00;1.0055316468e+00;1.0058659956e+00;1.0055851272e+00;1.0058214022e+00;1.0059878911e+00;1.0058599752e+00;1.0055815348e+00;1.0058363491e+00;1.0057534375e+00;1.0058864559e+00;1.0058302037e+00;1.0058079992e+00;1.0060424649e+00
6.1440000000e-04;1.0054443519e+00;1.0054087599e+00;1.0052895646e+00;1.0055377054e+00;1.0055789072e+00;1.0054862039e+00;1.0054193960e+00;1.0052488564e+00;1.0055109789e+00;1.0052506983e+00;1.0054822683e+00;1.0056759187e+00;1.0055573391e+00;1.0052506718e+00;1.0054637515e+00;1.0054233487e+00;1.0055260916e+00;1.0054965156e+00;1.0054658872e+00;1.0056866390e+00
6.6560000000e-04;1.0051496035e+00;1.0051397701e+00;1.0050412222e+00;1.0051321499e+00;1.0053172443e+00;1.0051977981e+00;1.0051243431e+00;1.0049335513e+00;1.0051939443e+00;1.0049412349e+00;1.0051730348e+00;1.0053667721e+00;1.0052451120e+00;1.0049232064e+00;1.0051667776e+00;1.0050701275e+00;1.0052536342e+00;1.0052043328e+00;1.0052115830e+00;1.0054279629e+00
7.1680000000e-04;1.0048515918e+00;1.0048375384e+00;1.0047339719e+00;1.0048355569e+00;1.0050547678e+00;1.0048307124e+00;1.0048161322e+00;1.0046690197e+00;1.0049195363e+00;1.0046338347e+00;1.0048887608e+00;1.0050946122e+00;1.0049780112e+00;1.0047215598e+00;1.0048845166e+00;1.0047654192e+00;1.0049833465e+00;1.0049481227e+00;1.0049146170e+00;1.0051454031e+00
7.6800000000e-04;1.0045704403e+00;1.0046444800e+00;1.0044432303e+00;1.0046596189e+00;1.0047889708e+00;1.0045886473e+00;1.0045624625e+00;1.0044881310e+00;1.0046948126e+00;1.0043892464e+00;1.0045885180e+00;1.0048474828e+00;1.0048198245e+00;1.0045057869e+00;1.0046647587e+00;1.0045890793e+00;1.0047506287e+00;1.0047092867e+00;1.0046809566e+00;1.0048409760e+00
8.1920000000e-04;1.0043973342e+00;1.0044203418e+00;1.0043024923e+00;1.0044165695e+00;1.0045713439e+00;1.0043482450e+00;1.0043406998e+00;1.0042447440e+00;1.0044992754e+00;1.0041904996e+00;1.0044441510e+00;1.0046425599e+00;1.0045927276e+00;1.0043324652e+00;1.0044575523e+00;1.0043865610e+00;1.0045806040e+00;1.0045237483e+00;1.0045273038e+00;1.0046960714e+00
9.2160000000e-04;1.0040090978e+00;1.0040374590e+00;1.0039022314e+00;1.0040497125e+00;1.0041528326e+00;1.0040475234e+00;1.0039240438e+00;1.0038433994e+00;1.0040708365e+00;1.0038201409e+00;1.0040211156e+00;1.0042023042e+00;1.0042417434e+00;1.0039961536e+00;1.0040519106e+00;1.0039942980e+00;1.0041486323e+00;1.0041208686e+00;1.0040764801e+00;1.0042419163e+00
1.0240000000e-03;1.0036463291e+00;1.0037257600e+00;1.0035535247e+00;1.0037364032e+00;1.0038087526e+00;1.0037653138e+00;1.0036438891e+00;1.0035223726e+00;1.0037364150e+00;1.0035213057e+00;1.0036938472e+00;1.0038530445e+00;1.0039357925e+00;1.0037316564e+00;1.0037059489e+00;1.0036601914e+00;1.0038175265e+00;1.0038222635e+00;1.0038004558e+00;1.0038722947e+00
1.1264000000e-03;1.0033646876e+00;1.0034160698e+00;1.0033272966e+00;1.0034606217e+00;1.0035572079e+00;1.0034737837e+00;1.0033678346e+00;1.0032293355e+00;1.0034317343e+00;1.0032544036e+00;1.0034019688e+00;1.0035645642e+00;1.0036685563e+00;1.0035154793e+00;1.0034238818e+00;1.0033665541e+00;1.0035262435e+00;1.0034869333e+00;1.0034997462e+00;1.0035914591e+00
1.2288000000e-03;1.0031619357e+00;1.0031773989e+00;1.0031139035e+00;1.0032040701e+00;1.0033081233e+00;1.0032399072e+00;1.0032203637e+00;1.0029684646e+00;1.0032482447e+00;1.0030666590e+00;1.0031618073e+00;1.0032821826e+00;1.0034035957e+00;1.0032602562e+00;1.0031786868e+00;1.0031025977e+00;1.0032477639e+00;1.0032620479e+00;1.0032837397e+00;1.0033544853e+00
1.3312000000e-03;1.0030031112e+00;1.0030429901e+00;1.0029481535e+00;1.0030186438e+00;1.0030562279e+00;1.0030744814e+00;1.0031039902e+00;1.0028341630e+00;1.0030532267e+00;1.0028807563e+00;1.0029719306e+00;1.0031003389e+00;1.0031911003e+00;1.0031025577e+00;1.0029613278e+00;1.0028380511e+00;1.0030664302e+00;1.0030120619e+00;1.0030483761e+00;1.0031827151e+00
1.4336000000e-03;1.0027760439e+00;1.0028442897e+00;1.0027899280e+00;1.0028515478e+00;1.0028462596e+00;1.0028686098e+00;1.0029014143e+00;1.0026902627e+00;1.0028481197e+00;1.0027114573e+00;1.0027592105e+00;1.0028876731e+00;1.0029936761e+00;1.0029383759e+00;1.0027802875e+00;1.0027092649e+00;1.0029030578e+00;1.0028162130e+00;1.0029037307e+00;1.0029459756e+00
1.5360000000e-03;1.0026304253e+00;1.0026742087e+00;1.0027012963e+00;1.0027198653e+00;1.0026270853e+00;1.0026914128e+00;1.0027106061e+00;1.0025313255e+00;1.0027049868e+00;1.0025633759e+00;1.0025533645e+00;1.0026660583e+00;1.0028703971e+00;1.0027801840e+00;1.0026415171e+00;1.0025257363e+00;1.0027797117e+00;1.0026866850e+00;1.0027274526e+00;1.0028013901e+00
1.6384000000e-03;1.0024942281e+00;1.0026252518e+00;1.0026238021e+00;1.0025609555e+00;1.0024724349e+00;1.0025304068e+00;1.0025528117e+00;1.0024209768e+00;1.0025002727e+00;1.0024438668e+00;1.0024535170e+00;1.0025679819e+00;1.0026546143e+00;1.0026662158e+00;1.0024581153e+00;1.0023799174e+00;1.0026405032e+00;1.0025114534e+00;1.0025686413e+00;1.0026370246e+00
1.8432000000e-03;1.0022422237e+00;1.0023488773e+00;1.0023857601e+00;1.0023205719e+00;1.0022166902e+00;1.0022673193e+00;1.0022994142e+00;1.0021766953e+00;1.0022491960e+00;1.0020762965e+00;1.0021601223e+00;1.0022917477e+00;1.0024238955e+00;1.0024900620e+00;1.0022097099e+00;1.0022007338e+00;1.0022887160e+00;1.0022350417e+00;1.0023096792e+00;1.0023596208e+00
2.0480000000e-03;1.0020890831e+00;1.0021270084e+00;1.0020867152e+00;1.0021538507e+00;1.0020927280e+00;1.0021072249e+00;1.0020662259e+00;1.0019938504e+00;1.0020138037e+00;1.0019284716e+00;1.0019273504e+00;1.0020605176e+00;1.0021966443e+00;1.0022499907e+00;1.0020245742e+00;1.0020080606e+00;1.0021154850e+00;1.0020411356e+00;1.0021154380e+00;1.0021273060e+00
2.2528000000e-03;1.0019275594e+00;1.0019438502e+00;1.0018579375e+00;1.0019398864e+00;1.0020131869e+00;1.0019941305e+00;1.0018980823e+00;1.0018079266e+00;1.0019411870e+00;1.0017300543e+00;1.0018303516e+00;1.0018051903e+00;1.0019991275e+00;1.0020017942e+00;1.0017869852e+00;1.0017945072e+00;1.0019090611e+00;1.0019074220e+00;1.0019554176e+00;1.0019105526e+00
2.4576000000e-03;1.0017942046e+00;1.0017933170e+00;1.0016756379e+00;1.0018488260e+00;1.0017774980e+00;1.0018812573e+00;1.0017917523e+00;1.0016345118e+00;1.0017998724e+00;1.0015996561e+00;1.0017369056e+00;1.0017063675e+00;1.0018297512e+00;1.0018592549e+00;1.0016081304e+00;1.0016712534e+00;1.0017036029e+00;1.0017451178e+00;1.0018032085e+00;1.0016908190e+00
2.6624000000e-03;1.0016636185e+00;1.0015840033e+00;1.0015524541e+00;1.0016663739e+00;1.0016039404e+00;1.0016992761e+00;1.0015817261e+00;1.0014707937e+00;1.0016606678e+00;1.0014926039e+00;1.0015822192e+00;1.0015799311e+00;1.0017065545e+00;1.0016697239e+00;1.0014791671e+00;1.0015806500e+00;1.0015588821e+00;1.0016586624e+00;1.0016694574e+00;1.0015789168e+00
2.8672000000e-03;1.0015741020e+00;1.0014501965e+00;1.0014439292e+00;1.0015656574e+00;1.0015337919e+00;1.0016079618e+00;1.0014578046e+00;1.0013036451e+00;1.0015218912e+00;1.0013845208e+00;1.0014518139e+00;1.0015055138e+00;1.0015778344e+00;1.0015211445e+00;1.0013292956e+00;1.0014441562e+00;1.0014750661e+00;1.0015795421e+00;1.0014916396e+00;1.0014804987e+00
3.0720000000e-03;1.0015396112e+00;1.0013445290e+00;1.0013561822e+00;1.0014947799e+00;1.0013993586e+00;1.0014257372e+00;1.0013562781e+00;1.0012769357e+00;1.0014002774e+00;1.0012579020e+00;1.0014296334e+00;1.0013875289e+00;1.0015280506e+00;1.0015081447e+00;1.0012418443e+00;1.0013133710e+00;1.0014011324e+00;1.0014727983e+00;1.0013679204e+00;1.0014127144e+00
3.2768000000e-03;1.0014362847e+00;1.0012482949e+00;1.0012887225e+00;1.0013112097e+00;1.0012882975e+00;1.0013518228e+00;1.0012416041e+00;1.0012399677e+00;1.0012986659e+00;1.0011176199e+00;1.0013912038e+00;1.0012272464e+00;1.0014360862e+00;1.0013858318e+00;1.0011808107e+00;1.0012542989e+00;1.0013334192e+00;1.0013780771e+00;1.0012637802e+00;1.0013688063e+00
3.6864000000e-03;1.0011692234e+00;1.0011505466e+00;1.0011122452e+00;1.0011312095e+00;1.0011741468e+00;1.0012672381e+00;1.0011392248e+00;1.0011610966e+00;1.0011854787e+00;1.0009972807e+00;1.0012222086e+00;1.0011607611e+00;1.0012279513e+00;1.0011945617e+00;1.0010121977e+00;1.0010651774e+00;1.0011371303e+00;1.0012889618e+00;1.0010677020e+00;1.0012286426e+00
4.0960000000e-03;1.0010939405e+00;1.0010413970e+00;1.0010303135e+00;1.0010526657e+00;1.0010369551e+00;1.0011545875e+00;1.0010538968e+00;1.0010110441e+00;1.0010613795e+00;1.0008553206e+00;1.0011490860e+00;1.0009902581e+00;1.0011768194e+00;1.0011147046e+00;1.0008752895e+00;1.0009501914e+00;1.0010106588e+00;1.0011154944e+00;1.0009675326e+00;1.0010638736e+00
4.5056000000e-03;1.0009122340e+00;1.0009273068e+00;1.0009115302e+00;1.0009564672e+00;1.0010115366e+00;1.0010285135e+00;1.0008973611e+00;1.0009285839e+00;1.0009410595e+00;1.0007973364e+00;1.0009994509e+00;1.0009015213e+00;1.0011585314e+00;1.0010644756e+00;1.0008207865e+00;1.0008751759e+00;1.0009332114e+00;1.0010151432e+00;1.0009203464e+00;1.0010559863e+00
