;06_mNG_3_1_1_1;06_mNG_3_2_1_1;06_mNG_3_3_1_1;06_mNG_3_4_1_1;06_mNG_3_5_1_1;06_mNG_3_6_1_1;06_mNG_3_7_1_1;06_mNG_3_8_1_1;06_mNG_3_9_1_1;06_mNG_3_10_1_1;06_mNG_3_11_1_1;06_mNG_3_12_1_1;06_mNG_3_13_1_1;06_mNG_3_14_1_1;06_mNG_3_15_1_1;06_mNG_3_16_1_1;06_mNG_3_17_1_1;06_mNG_3_18_1_1;06_mNG_3_19_1_1;06_mNG_3_20_1_1
2.0000000000e-07;1.0158477483e+00;1.0126739065e+00;1.0202669379e+00;1.0237116532e+00;1.0301407061e+00;1.0346673773e+00;1.0372722663e+00;1.0375765354e+00;1.0366677852e+00;1.0391583609e+00;1.0433132784e+00;1.0464446583e+00;1.0456328609e+00;1.0383440409e+00;1.0442721740e+00;1.0456799397e+00;1.0466032282e+00;1.0479543451e+00;1.0496831663e+00;1.0465658412e+00
4.0000000000e-07;1.1143307550e+00;1.1120212932e+00;1.1156631628e+00;1.1256630068e+00;1.1237489036e+00;1.1317376990e+00;1.1324565750e+00;1.1364287700e+00;1.1397036087e+00;1.1400689717e+00;1.1395806374e+00;1.1459031512e+00;1.1454702399e+00;1.1420676042e+00;1.1476120027e+00;1.1498073774e+00;1.1499424042e+00;1.1493140099e+00;1.1492758325e+00;1.1473061233e+00
6.0000000000e-07;1.1147166408e+00;1.1138507656e+00;1.1176566821e+00;1.1230807087e+00;1.1241381090e+00;1.1294306310e+00;1.1325871944e+00;1.1368587464e+00;1.1378236204e+00;1.1429774344e+00;1.1417774534e+00;1.1388660040e+00;1.1454071104e+00;1.1440437561e+00;1.1466983641e+00;1.1489142306e+00;1.1463215892e+00;1.1458750787e+00;1.1490163414e+00;1.1518554061e+00
8.0000000000e-07;1.1116360430e+00;1.1078740302e+00;1.1135865155e+00;1.1190517908e+00;1.1247103019e+00;1.1293818631e+00;1.1331383631e+00;1.1372098275e+00;1.1374301299e+00;1.1349307793e+00;1.1393720670e+00;1.1430178072e+00;1.1397505062e+00;1.1417852847e+00;1.1441309789e+00;1.1465480879e+00;1.1446323477e+00;1.1482468682e+00;1.1461939865e+00;1.1486179999e+00
1.0000000000e-06;1.1153205385e+00;1.1089569539e+00;1.1159697605e+00;1.1198281474e+00;1.1254567684e+00;1.1328714033e+00;1.1343904472e+00;1.1354182951e+00;1.1370500919e+00;1.1366039065e+00;1.1420661001e+00;1.1414617454e+00;1.1426331565e+00;1.1415806056e+00;1.1483343934e+00;1.1424310931e+00;1.1482959170e+00;1.1446590350e+00;1.1502177837e+00;1.1499051961e+00
1.2000000000e-06;1.1104325728e+00;1.1085120572e+00;1.1139371261e+00;1.1201659273e+00;1.1188198397e+00;1.1281780344e+00;1.1326285950e+00;1.1317827370e+00;1.1327621114e+00;1.1375779154e+00;1.1371580055e+00;1.1391276556e+00;1.1415249765e+00;1.1412206569e+00;1.1425905399e+00;1.1462883185e+00;1.1417919967e+00;1.1438932480e+00;1.1452520072e+00;1.1442661887e+00
1.4000000000e-06;1.1102254500e+00;1.1042866727e+00;1.1147021144e+00;1.1189102553e+00;1.1250849730e+00;1.1258374424e+00;1.1338105876e+00;1.1315235177e+00;1.1359168589e+00;1.1393528560e+00;1.1390767428e+00;1.1371633907e+00;1.1405675924e+00;1.1381082030e+00;1.1437024752e+00;1.1422496069e+00;1.1402383324e+00;1.1440456896e+00;1.1472958944e+00;1.1450596636e+00
1.6000000000e-06;1.1101055343e+00;1.1072946830e+00;1.1159550316e+00;1.1215553298e+00;1.1223808205e+00;1.1251212416e+00;1.1304270718e+00;1.1318385057e+00;1.1318373915e+00;1.1357825950e+00;1.1399457330e+00;1.1376029883e+00;1.1379163849e+00;1.1410759626e+00;1.1403985176e+00;1.1474378014e+00;1.1455590636e+00;1.1420780512e+00;1.1399023287e+00;1.1447316860e+00
1.8000000000e-06;1.1100771862e+00;1.1054695392e+00;1.1126277918e+00;1.1169189422e+00;1.1200019788e+00;1.1227836971e+00;1.1294617143e+00;1.1298304151e+00;1.1322779542e+00;1.1353821234e+00;1.1375785824e+00;1.1379869150e+00;1.1368783425e+00;1.1385069520e+00;1.1410607188e+00;1.1406022414e+00;1.1393046084e+00;1.1468466058e+00;1.1399982971e+00;1.1437230784e+00
2.0000000000e-06;1.1096694869e+00;1.1051678756e+00;1.1140083351e+00;1.1180984625e+00;1.1235048742e+00;1.1258892350e+00;1.1297834925e+00;1.1312413187e+00;1.1339628704e+00;1.1356468325e+00;1.1387013195e+00;1.1389290681e+00;1.1351774996e+00;1.1450529686e+00;1.1422576433e+00;1.1453881913e+00;1.1437415199e+00;1.1426383477e+00;1.1448005510e+00;1.1414378487e+00
2.2000000000e-06;1.1073323298e+00;1.1042673564e+00;1.1109704200e+00;1.1165675245e+00;1.1213816339e+00;1.1227532092e+00;1.1265560896e+00;1.1278815270e+00;1.1336803628e+00;1.1339297241e+00;1.1340539235e+00;1.1392711277e+00;1.1374920352e+00;1.1363190518e+00;1.1377709203e+00;1.1423351374e+00;1.1390123663e+00;1.1398127505e+00;1.1427104428e+00;1.1429577991e+00
2.4000000000e-06;1.1095735474e+00;1.1047621560e+00;1.1124366528e+00;1.1131624204e+00;1.1168911760e+00;1.1224423443e+00;1.1263776690e+00;1.1288232212e+00;1.1336332735e+00;1.1346220493e+00;1.1312766067e+00;1.1374150192e+00;1.1357385891e+00;1.1382422710e+00;1.1409509242e+00;1.1388408504e+00;1.1418099350e+00;1.1410642302e+00;1.1438727901e+00;1.1452077518e+00
2.6000000000e-06;1.1068613995e+00;1.1052027006e+00;1.1117770847e+00;1.1178614502e+00;1.1183202145e+00;1.1220126214e+00;1.1253390339e+00;1.1282096340e+00;1.1321871271e+00;1.1334511899e+00;1.1362333540e+00;1.1392780942e+00;1.1348934251e+00;1.1348298644e+00;1.1381037830e+00;1.1400506773e+00;1.1384599677e+00;1.1389618709e+00;1.1415978428e+00;1.1396498554e+00
2.8000000000e-06;1.1056404937e+00;1.1031909196e+00;1.1083664801e+00;1.1168045018e+00;1.1138094245e+00;1.1175203964e+00;1.1258075121e+00;1.1294892902e+00;1.1277646216e+00;1.1293005924e+00;1.1277345677e+00;1.1350006784e+00;1.1336344492e+00;1.1367354394e+00;1.1372751334e+00;1.1376843813e+00;1.1383851224e+00;1.1384477990e+00;1.1416511561e+00;1.1389339539e+00
3.0000000000e-06;1.1078163059e+00;1.1020493887e+00;1.1108773513e+00;1.1176244437e+00;1.1197492471e+00;1.1204095520e+00;1.1262312416e+00;1.1302341134e+00;1.1316693445e+00;1.1289747839e+00;1.1355138139e+00;1.1335074170e+00;1.1400625562e+00;1.1355426813e+00;1.1373530344e+00;1.1413850403e+00;1.1383245323e+00;1.1380542668e+00;1.1397032317e+00;1.1396251580e+00
3.2000000000e-06;1.1059566078e+00;1.1015830289e+00;1.1110882092e+00;1.1115061571e+00;1.1183405290e+00;1.1196904452e+00;1.1243387640e+00;1.1284064878e+00;1.1285248236e+00;1.1316456823e+00;1.1284959481e+00;1.1337655910e+00;1.1321966165e+00;1.1324937466e+00;1.1361242276e+00;1.1374247649e+00;1.1338697903e+00;1.1368063210e+00;1.1343748860e+00;1.1365993463e+00
3.6000000000e-06;1.1059556199e+00;1.1016830794e+00;1.1066735438e+00;1.1120211244e+00;1.1159152083e+00;1.1198230059e+00;1.1244932725e+00;1.1265722941e+00;1.1276588093e+00;1.1300322222e+00;1.1272393684e+00;1.1315783273e+00;1.1305869467e+00;1.1329632194e+00;1.1347964082e+00;1.1373467708e+00;1.1373608112e+00;1.1358208678e+00;1.1343696900e+00;1.1365552526e+00
4.0000000000e-06;1.1036578198e+00;1.1014291542e+00;1.1071259083e+00;1.1132278796e+00;1.1159953489e+00;1.1201033770e+00;1.1212483407e+00;1.1229925101e+00;1.1253030827e+00;1.1246904023e+00;1.1306475592e+00;1.1336123535e+00;1.1320389361e+00;1.1299583895e+00;1.1336826851e+00;1.1342189860e+00;1.1341925913e+00;1.1365352312e+00;1.1355960144e+00;1.1372111852e+00
4.4000000000e-06;1.1023507909e+00;1.0989366679e+00;1.1045674615e+00;1.1103745294e+00;1.1165530131e+00;1.1148507601e+00;1.1219460587e+00;1.1253139368e+00;1.1251382783e+00;1.1245989082e+00;1.1279345422e+00;1.1287348383e+00;1.1289476089e+00;1.1312993422e+00;1.1308727207e+00;1.1347438285e+00;1.1330111837e+00;1.1335199553e+00;1.1351696044e+00;1.1315104563e+00
4.8000000000e-06;1.1018242659e+00;1.0985839986e+00;1.1038502676e+00;1.1118877434e+00;1.1113974042e+00;1.1177627673e+00;1.1189273313e+00;1.1196277789e+00;1.1243849284e+00;1.1256849061e+00;1.1267752900e+00;1.1281242666e+00;1.1283637017e+00;1.1283650893e+00;1.1301290543e+00;1.1318119050e+00;1.1336081070e+00;1.1303823670e+00;1.1337781215e+00;1.1312318450e+00
5.2000000000e-06;1.1014612543e+00;1.0985199658e+00;1.1037252087e+00;1.1080059193e+00;1.1125085258e+00;1.1133695843e+00;1.1208261636e+00;1.1228598814e+00;1.1238755534e+00;1.1222724495e+00;1.1258629840e+00;1.1264251532e+00;1.1277552463e+00;1.1286173908e+00;1.1288152526e+00;1.1300772068e+00;1.1303989033e+00;1.1322581170e+00;1.1343663958e+00;1.1316285738e+00
5.6000000000e-06;1.0988112353e+00;1.0949716771e+00;1.1036382814e+00;1.1077130691e+00;1.1131039493e+00;1.1133787155e+00;1.1183394948e+00;1.1221708210e+00;1.1249719183e+00;1.1233889913e+00;1.1239598712e+00;1.1252198730e+00;1.1251601427e+00;1.1284991627e+00;1.1276891351e+00;1.1295950414e+00;1.1269740902e+00;1.1303542877e+00;1.1307851282e+00;1.1323550380e+00
6.0000000000e-06;1.1003427990e+00;1.0965960598e+00;1.1006641094e+00;1.1054658261e+00;1.1106045621e+00;1.1145078540e+00;1.1166636578e+00;1.1200495234e+00;1.1209479360e+00;1.1200868324e+00;1.1232874080e+00;1.1262979364e+00;1.1257405200e+00;1.1269817442e+00;1.1259946528e+00;1.1270899643e+00;1.1277563305e+00;1.1271494917e+00;1.1306589286e+00;1.1280702309e+00
6.4000000000e-06;1.0977254826e+00;1.0953221406e+00;1.1020862022e+00;1.1060760080e+00;1.1088923111e+00;1.1128788794e+00;1.1156728064e+00;1.1205039559e+00;1.1193859049e+00;1.1211134391e+00;1.1228946102e+00;1.1246459233e+00;1.1248094315e+00;1.1225530216e+00;1.1276147467e+00;1.1285310772e+00;1.1251048596e+00;1.1292926049e+00;1.1299445962e+00;1.1283629256e+00
7.2000000000e-06;1.0969646963e+00;1.0942486374e+00;1.0990838213e+00;1.1046472050e+00;1.1075634505e+00;1.1111098316e+00;1.1141747093e+00;1.1154365717e+00;1.1183518602e+00;1.1198161321e+00;1.1213906460e+00;1.1221103307e+00;1.1223002347e+00;1.1242884532e+00;1.1247472257e+00;1.1282276949e+00;1.1265731063e+00;1.1251357354e+00;1.1267676523e+00;1.1289959239e+00
8.0000000000e-06;1.0956135066e+00;1.0932553240e+00;1.0979044314e+00;1.1033818466e+00;1.1062883242e+00;1.1082800752e+00;1.1122568709e+00;1.1146047680e+00;1.1160305934e+00;1.1171231448e+00;1.1199289714e+00;1.1202796506e+00;1.1208124171e+00;1.1218288190e+00;1.1233227493e+00;1.1250956033e+00;1.1232765778e+00;1.1250045367e+00;1.1260186510e+00;1.1239927166e+00
8.8000000000e-06;1.0950436057e+00;1.0917389923e+00;1.0975214246e+00;1.1015716724e+00;1.1040512000e+00;1.1077284290e+00;1.1115855471e+00;1.1142511969e+00;1.1150510618e+00;1.1152789012e+00;1.1159828367e+00;1.1190724625e+00;1.1188897461e+00;1.1207683753e+00;1.1222674443e+00;1.1229641392e+00;1.1228249976e+00;1.1216551056e+00;1.1251148717e+00;1.1238057847e+00
9.6000000000e-06;1.0938237718e+00;1.0900212549e+00;1.0962562179e+00;1.0991393138e+00;1.1018756592e+00;1.1072682119e+00;1.1093043619e+00;1.1131750918e+00;1.1126127775e+00;1.1149438917e+00;1.1157777303e+00;1.1195844377e+00;1.1201460632e+00;1.1181190650e+00;1.1195665128e+00;1.1208125209e+00;1.1217807840e+00;1.1204445205e+00;1.1218748333e+00;1.1216712983e+00
1.0400000000e-05;1.0922398478e+00;1.0902834022e+00;1.0935665816e+00;1.0989601819e+00;1.1019424405e+00;1.1050083638e+00;1.1090225241e+00;1.1100415363e+00;1.1121864788e+00;1.1118131064e+00;1.1168717732e+00;1.1153131089e+00;1.1145078508e+00;1.1177458655e+00;1.1182519665e+00;1.1183394568e+00;1.1200140120e+00;1.1189359784e+00;1.1215195034e+00;1.1192493954e+00
1.1200000000e-05;1.0908210724e+00;1.0873976739e+00;1.0921623563e+00;1.0965561580e+00;1.1010623344e+00;1.1034959491e+00;1.1071897654e+00;1.1095624598e+00;1.1118139900e+00;1.1115035501e+00;1.1140650435e+00;1.1141870378e+00;1.1140091255e+00;1.1128839635e+00;1.1160192075e+00;1.1184676866e+00;1.1188735759e+00;1.1164081667e+00;1.1198808109e+00;1.1174569872e+00
1.2000000000e-05;1.0891364348e+00;1.0851097161e+00;1.0918135489e+00;1.0950565284e+00;1.0990066066e+00;1.1036926400e+00;1.1069914145e+00;1.1081064102e+00;1.1092808463e+00;1.1093476278e+00;1.1121758223e+00;1.1129520897e+00;1.1126827761e+00;1.1134750231e+00;1.1139565795e+00;1.1179892208e+00;1.1157605820e+00;1.1161096060e+00;1.1164843699e+00;1.1155349770e+00
1.2800000000e-05;1.0872692072e+00;1.0852242896e+00;1.0912331636e+00;1.0947616230e+00;1.0971585549e+00;1.1008506924e+00;1.1046673631e+00;1.1061475188e+00;1.1088254180e+00;1.1079536092e+00;1.1110739116e+00;1.1112600936e+00;1.1112615887e+00;1.1120758090e+00;1.1138264165e+00;1.1154894689e+00;1.1144438914e+00;1.1143980961e+00;1.1173223430e+00;1.1160427814e+00
1.4400000000e-05;1.0854989406e+00;1.0838386879e+00;1.0885292772e+00;1.0918320715e+00;1.0953850752e+00;1.0989060116e+00;1.1018465282e+00;1.1049265838e+00;1.1058705759e+00;1.1062983953e+00;1.1084742623e+00;1.1089420977e+00;1.1078649686e+00;1.1098421264e+00;1.1103350140e+00;1.1121420738e+00;1.1114298988e+00;1.1123787189e+00;1.1136326387e+00;1.1130712779e+00
1.6000000000e-05;1.0856288856e+00;1.0827788874e+00;1.0875528849e+00;1.0923533445e+00;1.0942784411e+00;1.0973438094e+00;1.0986867842e+00;1.1022858859e+00;1.1031342107e+00;1.1032265526e+00;1.1049946221e+00;1.1075803682e+00;1.1074774110e+00;1.1072291150e+00;1.1105452423e+00;1.1105124636e+00;1.1099914169e+00;1.1105337939e+00;1.1126734479e+00;1.1110923777e+00
1.7600000000e-05;1.0833856723e+00;1.0803064057e+00;1.0864128279e+00;1.0890963798e+00;1.0923235361e+00;1.0935658310e+00;1.0982497507e+00;1.1001809884e+00;1.1022699906e+00;1.1013448034e+00;1.1054451496e+00;1.1053395642e+00;1.1047021046e+00;1.1058404635e+00;1.1078351432e+00;1.1074002095e+00;1.1069167093e+00;1.1065946439e+00;1.1093996163e+00;1.1079401597e+00
1.9200000000e-05;1.0825091918e+00;1.0789964893e+00;1.0835492605e+00;1.0888172475e+00;1.0911883054e+00;1.0939110702e+00;1.0962050997e+00;1.0973324610e+00;1.0998821283e+00;1.1020720474e+00;1.1029186466e+00;1.1016097317e+00;1.1034150314e+00;1.1028536816e+00;1.1057093444e+00;1.1055022510e+00;1.1052113881e+00;1.1054392766e+00;1.1065079037e+00;1.1070189454e+00
2.0800000000e-05;1.0813524054e+00;1.0784051805e+00;1.0812497582e+00;1.0856940413e+00;1.0897523660e+00;1.0906357126e+00;1.0936012003e+00;1.0974424802e+00;1.0977401938e+00;1.0982872352e+00;1.0999133263e+00;1.1011077164e+00;1.1019074627e+00;1.1017513081e+00;1.1016302595e+00;1.1037271933e+00;1.1032231908e+00;1.1042949881e+00;1.1055011696e+00;1.1038551129e+00
2.2400000000e-05;1.0789710227e+00;1.0757304786e+00;1.0811051745e+00;1.0844488093e+00;1.0868193487e+00;1.0893194649e+00;1.0934382692e+00;1.0941842141e+00;1.0960070272e+00;1.0957554269e+00;1.0997848187e+00;1.1005462566e+00;1.0988513186e+00;1.1006149693e+00;1.1012967580e+00;1.1023751323e+00;1.1003801289e+00;1.1017525271e+00;1.1034720440e+00;1.1029002433e+00
2.4000000000e-05;1.0788721684e+00;1.0751581589e+00;1.0788323363e+00;1.0835120178e+00;1.0851297089e+00;1.0887142209e+00;1.0923979983e+00;1.0928111366e+00;1.0946635619e+00;1.0939658828e+00;1.0961710489e+00;1.0972051343e+00;1.0979350978e+00;1.0983177893e+00;1.0996988896e+00;1.1022389787e+00;1.1001123516e+00;1.1017635588e+00;1.1013011785e+00;1.1023804658e+00
2.5600000000e-05;1.0773506266e+00;1.0735954135e+00;1.0791240646e+00;1.0831982871e+00;1.0850996642e+00;1.0874072576e+00;1.0902841964e+00;1.0902248400e+00;1.0928132550e+00;1.0938101453e+00;1.0946299871e+00;1.0950881858e+00;1.0965797917e+00;1.0966244846e+00;1.0982389913e+00;1.0987068546e+00;1.0982793319e+00;1.0978709391e+00;1.0989128849e+00;1.1010442843e+00
2.8800000000e-05;1.0751612031e+00;1.0714898840e+00;1.0762184846e+00;1.0794000678e+00;1.0809911948e+00;1.0846753767e+00;1.0871185256e+00;1.0885366721e+00;1.0907571190e+00;1.0913692842e+00;1.0927701908e+00;1.0930705280e+00;1.0935260772e+00;1.0941220736e+00;1.0937985847e+00;1.0960994738e+00;1.0955588325e+00;1.0951821179e+00;1.0963341173e+00;1.0967168879e+00
3.2000000000e-05;1.0725785454e+00;1.0697096620e+00;1.0738183519e+00;1.0771204868e+00;1.0790342858e+00;1.0828133571e+00;1.0836709968e+00;1.0868541469e+00;1.0876840588e+00;1.0886197380e+00;1.0901767254e+00;1.0901742124e+00;1.0907136123e+00;1.0914618138e+00;1.0921552273e+00;1.0925982833e+00;1.0924421308e+00;1.0927231594e+00;1.0931311892e+00;1.0935388316e+00
3.5200000000e-05;1.0709852313e+00;1.0676095738e+00;1.0724816323e+00;1.0748944380e+00;1.0775875338e+00;1.0795137582e+00;1.0820787417e+00;1.0846988090e+00;1.0855444743e+00;1.0862325643e+00;1.0878005087e+00;1.0867509179e+00;1.0881814785e+00;1.0882212935e+00;1.0906638520e+00;1.0902316176e+00;1.0897250188e+00;1.0909096488e+00;1.0913997811e+00;1.0915756151e+00
3.8400000000e-05;1.0697390073e+00;1.0664846877e+00;1.0701823333e+00;1.0731732566e+00;1.0750495294e+00;1.0777587418e+00;1.0803454157e+00;1.0823033286e+00;1.0827722634e+00;1.0834467459e+00;1.0847490148e+00;1.0849767059e+00;1.0859869489e+00;1.0865664002e+00;1.0872662101e+00;1.0881607235e+00;1.0868671363e+00;1.0882723013e+00;1.0888016621e+00;1.0892082312e+00
4.1600000000e-05;1.0682139595e+00;1.0646953608e+00;1.0685827731e+00;1.0718898371e+00;1.0734433455e+00;1.0760930104e+00;1.0777689984e+00;1.0802529878e+00;1.0812926031e+00;1.0808400984e+00;1.0839533710e+00;1.0839161958e+00;1.0843052338e+00;1.0853135758e+00;1.0859195812e+00;1.0860066528e+00;1.0863233531e+00;1.0860554602e+00;1.0876147883e+00;1.0870301804e+00
4.4800000000e-05;1.0667259908e+00;1.0630097802e+00;1.0670388402e+00;1.0690032222e+00;1.0715046316e+00;1.0743881376e+00;1.0767298178e+00;1.0784609513e+00;1.0788923753e+00;1.0808052638e+00;1.0815617940e+00;1.0812858419e+00;1.0817490557e+00;1.0816503041e+00;1.0839057910e+00;1.0840155287e+00;1.0844517498e+00;1.0844642779e+00;1.0850011861e+00;1.0851072133e+00
4.8000000000e-05;1.0652109223e+00;1.0621015227e+00;1.0659367363e+00;1.0683232588e+00;1.0694250027e+00;1.0734605553e+00;1.0750047089e+00;1.0766481438e+00;1.0776384638e+00;1.0772407826e+00;1.0801452316e+00;1.0810876159e+00;1.0809321585e+00;1.0799795978e+00;1.0817955021e+00;1.0827675678e+00;1.0808971440e+00;1.0824495704e+00;1.0826928348e+00;1.0836501959e+00
5.1200000000e-05;1.0636458291e+00;1.0607159882e+00;1.0641021506e+00;1.0669401776e+00;1.0694278611e+00;1.0716813912e+00;1.0731102359e+00;1.0745273723e+00;1.0765802438e+00;1.0759082876e+00;1.0784530648e+00;1.0778456572e+00;1.0783692027e+00;1.0794010049e+00;1.0802131443e+00;1.0799717301e+00;1.0805553682e+00;1.0814426955e+00;1.0809922508e+00;1.0812828102e+00
5.7600000000e-05;1.0610737330e+00;1.0580459844e+00;1.0617769290e+00;1.0639179394e+00;1.0659274811e+00;1.0685204485e+00;1.0709040265e+00;1.0715412438e+00;1.0726402267e+00;1.0736459088e+00;1.0747805796e+00;1.0751748447e+00;1.0757273112e+00;1.0753514993e+00;1.0769831654e+00;1.0775390658e+00;1.0772475127e+00;1.0773385265e+00;1.0776904862e+00;1.0776227688e+00
